,,AMB/92,,,
52130398,Meniscorrafia,,500,1,3
52130401,Lesao Ligamentar Aguda-Tratamento Conservador,,250,0,0
52140032,Amputacao da Perna,,750,2,3
52140059,Descolamento Epifisario da Tibia - Sem Cirurgia,,300,0,1
52140075,Epifisiodese da Tibia,,400,1,2
52140121,Fratura da Fibula - Tratamento Conservador,,150,0,0
52140130,Fratura Tibia C/ou Sem Fibula -Reducao Nao Cir.,,500,0,3
52140156,Fratura da Tibia - Tratamento Conservador,,250,0,0
52140172,Osteotomia dos Ossos da Perna,,800,2,3
52140180,Encurtamento dos Ossos da Perna,,800,2,3
52140199,Biopsia Cirurgica de Osso da Perna,,300,1,1
52140202,Alongamento de Ossos da Perna,,"1,300",2,4
52140229,Osteomielite dos Ossos da Perna - Cirurgia,,800,2,2
52140237,Pseudoartrose da Tibia - Tratamento Cirurgico,,"1,000",2,3
52140245,Transposicao da Fibula Para Tibia,,"1,300",2,4
52140253,Fratura Tibia C/ ou Sem Fibula - Cirurgia,,850,2,4
52150011,Amputacao Ao Nivel do Tornozelo,,600,2,2
52150038,Artrodese Tibio-Tersico/Peroneira Inferior,,700,2,3
52150046,Artrorrise do Tornozelo,,400,1,2
52150054,Artroplastia do Tornozelo Com Implante,,"1,600",3,5
52150062,Artrotomia do Tornozelo,,300,1,1
52150070,Fraturas Unimaleolar do Tornozelo - Cirurgia,,500,1,2
52150089,Fratura Bi/Trimaleolar do Tornozelo - Cirurgia,,750,2,3
52150127,Fratura E/Ou Luxacao do Tornozelo - S/ Cirurgia,,350,1,1
52150135,Fratura do Tornozelo - Tratamento Conservador,,200,0,0
52150143,Lesao Ligamentar do Tornozelo - Trat. Cirurgico,,400,1,2
52150151,Luxacao do Tornozelo - Tratamento Cirurgico,,500,1,2
52150178,Sinovectomia do Tornozelo,,400,1,2
52150194,Biopsia Cirurgica do Tornozelo,,300,1,1
52160017,Amputacao Ao Nivel do Pe,,600,1,2
52160025,Amputacao/Desarticulacao Pododactilos (P/Segm.),,250,1,1
52160041,Artrodese do Tarso,,500,2,2
52160050,Artrodese Metatarso/InterFalangeana,,350,1,2
52160068,Resseccao de Aponevrose Plantar,,400,1,2
52160076,Dedo Em Martelo - Tratamento Cirurgico,,350,1,2
52160084,Fasciotomia Plantar,,250,1,1
52160092,Fratura dos Ossos do Pe - Tratamento Cirurgico,,350,1,1
52160130,Fratura dos Ossos do Pe -Tratamento Conservador,,150,0,0
52160149,Fratura E/Ou Luxacao dos Ossos do Pe - Reducao,,250,0,1
52160181,Hallux Valgus Unilateral - Tratamento Cirurgico,,500,1,2
52160190,Hallux Valgus Bilateral - Tratamento Cirurgico,,850,2,3
52160220,Luxacao dos Ossos do Pe - Tratamento Cirurgico,,300,1,1
52160262,Biopsia Cirurgica dos Ossos do Pe,,250,1,1
52160297,Osteomielite dos Ossos do Pe - Trat. Cirurgico,,350,1,2
52160300,Resseccao de Osso de Pe,,350,1,1
52160319,Osteotomia de Osso de Pe,,400,1,2
52160327,Pseudoartrose de Osso de Pe - Trat. Cirurgico,,600,2,3
52160351,Pe Plano Valgo - Tratamento Cirurgico,,"1,000",2,4
52160360,Pe Plano Valgo - Tratamento Cirurgico,,850,2,4
52170012,Alongamento de Musculo,,350,1,2
52170020,Biopsia de Musculo,,250,1,1
52170047,Desinsercao Muscular Ou Miotomia,,250,1,1
52170055,Drenagem Cirurgica do Psoas,,350,1,2
52170063,Miorrafia,,300,0,1
52170080,Resseccao Muscular,,350,1,1
52170098,Transposicao Muscular,,400,1,2
52180018,Abertura da Bainha Tendinosa,,200,1,1
52180026,Alongamento de Tendao,,350,1,2
52180034,Biopsia Cirurgica de Tendao,,200,1,1
52180050,Bursectomia,,250,1,1
52180069,Resseccao de Cisto Sinovial,,300,1,1
52180077,Encurtamento de Tendao,,350,1,2
52180085,Tenolise Ou Tendonese,,350,1,2
52180107,Tenoplastia Ou Enxerto de Tendao,,550,2,3
52180123,Tenorrafia,,300,1,2
52180131,Tenotomia,,250,1,1
52180140,Transposicao de 1 Tendao,,500,2,2
52180166,Transposicao de Mais de Um Tendao,,800,2,4
52180174,Exerese de Tumores de Tendao Ou da Sinovial,,400,1,1
52190013,Corpo Estranho Intra-Articular,,300,1,2
52190021,Corpo Estranho Intra-Muscular,,300,1,1
52190030,Corpo Estranho Intra Osseo,,350,1,2
52190048,Corpo Estranho Subcutaneo,,150,1,1
52200019,Tracao Transesqueletica (Por Membro),,180,0,1
52200027,Tracao Cutanea,,80,0,0
52200035,Tracao Femoral,,300,1,0
52200043,Instalacao de Halo Craniano,,200,0,0
52210014,Fios Ou Pinos Metalicos Trans-Osseos(Retirada),,120,0,0
52210022,Retirada Fios/Pinos/Parafusos/Hastes Metalicas,,250,1,1
52210057,Retirada de Placa,,300,1,2
52210073,Retirada Protese Substituicao Grandes/Medias,,"1,100",2,5
52210081,Retirada Protese Substituicao Pequenas Articul.,,600,1,3
52220044,Tumor Osseo Resseccao C/ Enxertia ou Curetagem,,"1,300",2,4
52220079,Tumor Osseo - Resseccao Com Substituicao,,"1,800",3,5
52220087,Tumor Osseo Curetagem/Resseccao C/ Deslizamento,,"1,100",2,4
52220095,Tumor Osseo - Resseccao Simples Ou Curetagem,,400,1,2
52230015,Imobilizacao de Membro Superior,,30,0,0
52230023,Imobilizacao de Membro Inferior,,50,0,0
52240010,Aparelho Gessado Axilo-Palmar Ou Pendente,,60,0,0
52240045,Bota Gessada Com Salto Ou Nao,,60,0,0
52240053,Colete Gessado,,80,0,0
52240061,Colar Gessado,,40,0,0
52240088,Luva Gessada,,40,0,0
52240100,Gesso de Minerva Ou Risser Para Escoliose,,200,0,0
52240142,Aparelho Gessado Tipo Velpeau,,100,0,0
52240169,Aparelho Gessado Toraco-Braquial,,150,0,0
52240177,Aparelho Gessado Cruro-Podalico,,80,0,0
52240185,Aparelho Gessado de Dupla Abducao Ou Ducroquet,,80,0,0
52240193,Halo Gesso,,250,1,0
52240207,Aparelho Gessado Inguino-Maleolar,,60,0,0
52240215,Aparelho Gessado Pelvi-Podalico,,200,0,0
52240223,Spica Gessada,,150,0,0
52250016,Biopsia Com Agulha (Puncao),,500,0,0
52250040,Enxertos Em Outras Pseudoartroses,,800,2,4
52250067,Infiltracao Ou Puncao Articular,,60,0,0
52250075,Artroscopia P/Diagnostico: Outras Articulacoes,,350,1,2
52250083,Artroscopia Para Cirurgia,,400,2,3
52250091,RETIRADA DE ENXERTO OSSEO,,400,1,1
52250105,Imobilizacoes Nao Gessadas - Qualquer Segmento,,25,0,0
52250113,Manipulacao Articular (Sob Anestesia Geral),,200,1,1
53030010,Abcesso Perineal-Cirurgia,,550,1,2
53030028,Abcesso Sub-Frenico-Cirurgia,,900,2,4
53030036,Anomalia Anoretal-Via Sagital Posterior,,"1,800",2,5
53030044,Anomalia Anoretal-Via Abdomino Perineal,,"1,600",3,5
53030052,Anomalia Anoretal-Via Perineal,,"1,300",2,4
53030060,Anoretomiomectomia,,400,1,2
53030079,Apple-Peel-Tratamento Cirurgico,,"1,350",2,3
53030087,Cirurgia Da Atresia Do Colon,,950,2,4
53030095,Atresia Do Duodeno - Cirurgia,,700,1,4
53030109,Atresia Do Esofago Com Fistula Traqueal,,"1,450",2,6
53030117,Atresia Do Esofago S/Fistula(Dupla Estomia),,950,2,4
53030125,Atresia Jejunal Distal Ou Ileal,,700,1,4
53030133,Atresia Jejunal Proximal,,800,1,4
53030141,Atresia De Vias Biliares,,"1,450",2,6
53030150,Cirurgia De Cisto De Coledoco,,"1,300",2,5
53030168,Cisto Mesenterio-Tratamento Cirurgico,,800,1,4
53030176,Colostomia,,500,1,3
53030184,Derivacao Porto Sistemica,,"3,000",3,6
53030192,Desconexao Azicos-Portal C/Esplenectomia,,"1,450",2,6
53030206,Desconexao Azigos-Portal S/Esplenectomia,,"1,300",2,5
53030214,Exerese De Diverticulo De Meckel,,800,1,4
53030222,Cirurgia Da Duplicacao Do Tubo Digestivo,,900,2,4
53030230,Enterectomia,,950,2,4
53030249,Cirurgia Da Enterocolite Necrotizante,,"1,200",2,5
53030265,Esporao Retal : Plastica,,550,1,4
53030273,Estenose De Esofago-Cirurgia Via Toracica,,"1,500",3,6
53030281,Fistula Traqueo Esofagica-Cirurgia Via Cervical,,"1,100",2,5
53030290,Fistula Traqueo Esofagica-Cirurgia Via Toracica,,"1,450",3,6
53030303,Gastrostomia Com Sutura De Varizes,,"1,450",2,4
53030311,Gastrostomia Em RN Ou Lactente,,400,1,3
53030320,Gastrostomia Para Retirada De CE Ou Lesao,,400,1,4
53030338,Hipoglicemia-Tratamento Cirurgico,,"1,500",2,6
53030346,Ileo Meconial - Tratamento Cirurgico,,950,2,4
53030354,Invaginacao Intestinal-Resseccao,,950,2,5
53030362,Ma-Rotacao Intestinal-Tratamento Cirurgico,,700,1,4
53030370,Megacolon Congenito-Tratamento Cirurgico,,"1,300",2,5
53030389,Megaesofago-Tratamento Cirurgico,,950,2,5
53030397,Membrana Antral-Tratamento Cirurgico,,800,2,4
53030400,Membrana Duodenal-Tratamento Cirurgico,,"1,300",2,4
53030419,Obstrucao Por Bridas-Tratamento Cirurgico,,800,2,4
53030427,Pancreas Anular-Tratamento Cirurgico,,700,1,4
53030435,Cirurgia De Perfuracao Duodenal Ou Delgado,,"1,100",1,4
53030443,Piloromiotomia,,550,1,3
53030451,Polipo Retal- Resseccao Endoanal,,150,1,2
53030460,Prolapso Retal - Esclerose,,400,1,2
53030478,Proplapso Retal-Tratamento Cirurgico,,550,1,3
53030486,Pseudo Cisto Pancreas-Drenagem Externa,,750,1,3
53030494,Pseudo Cisto Pancreas-Drenagem Interna,,"1,100",2,4
53030508,Cirurgia Do Refluxo Gastro Esofagico,,950,2,4
53030516,Substituicao Esofagica-Colon Ou Tubo Gastrico,,"1,500",2,6
53040015,Ampliacao Vesical-Cirurgia,,"1,300",2,5
53040023,Cistostomia Com Procedimento Endoscopico,,800,1,3
53040031,Clitoridoplastia,,950,2,4
53040040,Cirurgia Da Duplicacao Pielouretral,,"1,200",2,5
53040058,Cirurgia Do Escroto Agudo,,550,1,3
53040066,Cirurgia Da Estenose De Juncao Pielouretral,,950,2,4
53040074,Cirurgia De Extrofia Em Cloaca,,"2,000",2,6
53040082,Cirurgia De Extrofia Vesical,,"1,500",2,6
53040090,Plastica De Freio Balano Prepucial,,100,0,2
53040104,Hipospadia Distal Em 1 Tempo,,550,1,4
53040112,Hipospadia Proximal Em 1 Tempo,,"1,300",1,4
53040120,Histerectomia Abdominal,,750,2,4
53040139,Nefrectomia Parcial Com Ureterectomia,,"1,450",2,5
53040147,"Neo Vagina(Colon,Delgado,Tubo De Pele)",,725,2,0
53040155,Penis Curvo Congenito,,950,1,4
53040163,Pieloplastia No Lactente,,"1,500",2,4
53040171,Reconstrucao Do Penis Com Enxerto,,"1,500",2,4
53040180,Reimplante Ureteral-Via Combinada Bilateral,,"2,000",2,5
53040198,Reimplante Ureteral-Via Combinada Unilateral,,"1,450",2,4
53040201,Reimplante Ureteral-Via Extravesical Bilateral,,"1,450",2,5
53040210,Reimplante Ureteral-Via Extravesical Unilateral,,950,2,4
53040228,Reimplante Ureteral-Via Transvesical Bilateral,,"1,300",2,5
53040236,Reimplante Ureteral-Via Transvesical Unilateral,,950,3,4
53040244,Seio Urogenital- Plastica,,800,2,4
53040252,Transuretero Anastomose,,"1,300",2,4
53040260,Ureteroceles-Tratamento Endoscopico,,800,0,3
53040279,Uretro Cistoscopia Com Ou Sem Biopsia,,300,0,2
53040287,Uretro-Utero Anastomose,,950,1,4
53040295,Uretrotomia Endoscopica,,300,0,2
53040309,Vesicostomia Cutanea,,800,1,4
53050010,Cisto Ou Duplicacao Bronquica Ou Esofagica,,950,2,6
53050029,Cirurgia Do Cisto Pulmonar Congenito,,"1,300",2,6
53050037,Drenagem Pleural,,150,0,3
53050045,Cirurgia Da Eventracao Diafragmatica,,"1,100",2,5
53050053,Cirurgia Da Hernia Diafragmatica Congenita,,"1,500",2,6
53050061,Lobectomia Por Ma-Formacao Pulmonar,,"1,300",2,6
53050070,Puncao Pleural,,80,0,2
53050088,Exerese De Tumor De Parede Toracica,,"1,450",2,3
53060016,Estadiamento Cirurgico Da Doenca De Hodgkin,,800,1,4
53060032,Exerese De Neuroblastoma Abdominal,,"1,450",2,5
53060040,Exerese De Neuroblastoma Cervical,,"1,300",2,5
53060059,Cirurgia De Teratoma Cervical,,"1,100",2,5
53060067,Exerese De Teratoma Sacro-Coccigeo,,950,2,4
53060075,Toracotomia Com Biopsia,,950,2,4
53060083,Exerese De Tumor De Partes Moles,,750,1,2
53060091,Cirurgia De Tumor De Lingua,,100,1,3
53060105,Resseccao De Tumor De Testiculo,,"1,000",2,5
53060113,Resseccao De Tumor Maligno De Testiculo,,"1,000",2,5
53060121,Cirurgia Do Tumor De Wilms.,,"1,450",2,6
53070011,Cirurgia Do Apendice Pre-Auricular,,550,1,4
53070020,Hernia Inguinal Encarcerada-S/Resseccao,,800,1,4
53070038,Laparotomia Com Biopsia,,800,1,5
53070046,Onfalocele/Gastrosquise Em 1 Tempo,,"1,100",2,5
53070054,Onfalocele/Gastrosquise 2o Tempo,,950,1,3
53070062,Cirurgia Do Torcicolo Congenito,,250,1,4
53070070,Cirurgia De Hemangiomas Profundos,,"1,300",2,5
53080017,Disseccao De Veia P/Colocacao Cateter Central,,400,1,3
54010012,Biopsia Pele/Mucosa/Tumor Superficial/Subcutan.,,60,0,1
54010020,Eletrocoagulacao/Fulguracao/Cauteriz. Quimica,,120,0,1
54010039,Enxertos de Pele Total Ou Laminada,,550,2,2
54010047,Enxertos Livres de Pele Laminada,,800,2,2
54010055,Enxerto Composto,,600,1,3
54010063,Excisao e Sutura Lesoes Circulares C/ Retalhos,,450,1,2
54010071,Excisao+Sutura de Pequenas Lesoes -Ate 5 Lesoes,,150,0,1
54010080,"Excisao e Sutura Com Plastica Em Z""",,400,1,2
54010098,Excisao+Sutura de Hemangio/Linfagiomas Ou Nevus,,250,1,1
54010101,Debridamento de Tecido Desvitalizado,,250,0,1
54010110,Extenso Ferimento/Cicatriz/Tumor:Excis.+Enxerto,,500,2,3
54010128,Extenso Ferimento/Cicatriz/Tumor:Excis.+Retalho,,550,1,3
54010136,Extenso Ferimento/Tumor: Excisao +Retalho Musc.,,700,2,4
54010144,Extenso Ferimento/Tumor: Excisao +Retalho Mioc.,,950,2,4
54010152,Extenso Ferimento/Tumor: Exc.+Retalho Mioc.Cruz,,"1,100",2,4
54010160,Exerese de Cistodermoide,,200,0,1
54010179,Exerese de Cisto Sebaceo,,150,0,1
54010187,Exerese de Lipomas,,150,0,1
54010195,Exerese de Calo,,100,0,1
54010209,"Homoenxertia, Ato Cirurgico, Pre+Pos Operatorio",,250,1,1
54010217,Incisao+Drenagem Abscesso/Celulite/Foliculite,,100,0,1
54010225,"Sutura de Extensos Ferimentos,(+de 1 Regiao)",,500,1,2
54010233,Sutura Pequenos Ferimentos C/ouS/ Debridamento,,100,0,0
54010250,Transeccao de Retalhos,,250,1,1
54010268,Transferencia Intermediaria de Retalhos,,500,1,2
54010276,Excisao de Hemangioma Extenso Por Embolizacao,,"1,800",2,6
54010284,Infiltracoes Alteracoes Cicatriciais/Hemangiomas,,80,0,0
54010292,Correcao de Tu/Cicatrizes Com Expansores,,500,1,4
54010306,Correcao De Tu/Cicatrizes C/Retalhos Musc/Cut.,,900,1,5
54010314,Sessao De Expansao,,60,0,0
54010322,Correcao De Fistula Cutanea,,80,0,3
54010330,Dermobrasao De Lesoes Cutaneas,,300,0,3
54010349,Correcao De Lesoes Cutaneas Com Laser,,500,0,3
54010357,Correcao De Hemangioma Com Laser,,500,0,0
54010365,Excisao E Rotacao De Retalho Fasciocutaneo,,700,0,4
54020034,Fistula Oro-Maxilar: Tratamento Cirurgico,,650,1,3
54020042,Fistula Oro-Nasal: Tratamento Cirurgico,,450,1,1
54020050,Palatoplastia Completa,,"1,100",1,5
54020069,Palatoplastia Com Enxerto Osseo,,"1,100",1,5
54020077,Palatoplastia Com Retalho Faringeo,,"1,300",1,5
54020085,Palatoplastia Parcial,,950,1,4
54020093,Palato-Labioplastia Unilateral,,"1,100",1,4
54020107,Cir. Perda de Substancia Oral Em Toda Espessura,,550,1,3
54020115,Perda Substancia: Rotacao de Retalho Mucoso,,450,1,3
54020123,Plastica Transpalatina Para Atresia Coanal,,950,1,4
54020131,Plastica do Canal de Stenon,,550,1,3
54020140,Palatoplastia Com Retalho De Lingua,,950,1,5
54020166,Excisao De Tumor E Sutura,,550,1,2
54020174,Excisao De Tumor E Rotacao De Retalho,,800,1,3
54020182,Excisao De Tumor E Enxerto De Pele/Mucosa,,800,1,3
54030013,Alopecia Parcial - Excisao e Sutura,,300,1,1
54030021,Alopecia Parcial - Rotacao Cutanea,,550,1,2
54030030,Alopecia Parcial-Rotacao de 1 Ou + Retalho,,800,2,3
54030048,Tumores/Nevus Couro Cabeludo Excisao + Enxerto,,400,1,2
54030056,Tumores/Nevus Couro Cabeludo Excisao + Retalho,,700,2,3
54030064,Tumores/Nevus Couro Cabeludo Excisao + Retalho,,700,2,3
54030072,Tumores/Nevus Couro Cabeludo Excis+Enx.+Retalho,,"1,300",2,4
54030080,Cisto/Nevus/Tumor Couro Cabeludo Excisao+Sutura,,250,1,1
54030099,Escalpo Parcial do Couro Cabeludo,,700,1,3
54030102,Escalpo Total do Couro Cabeludo,,950,2,4
54030110,Alopecia Cirurgia Com Auxilio De Expansores,,700,2,3
54030129,Tumores Correcao Com Auxilio De Expansores,,700,2,3
54030137,Reconstrucao C/auxilio Da Galea Aponeurotica,,700,2,3
54040019,Hemi-Mandibulectomia Ou Ressecao Seccional,,900,2,4
54040027,Mandibulectomia Total/Subtotal S/Esvaziamento,,"1,200",2,4
54040035,Mandibulectomia C/Ou S/Esvaziamento Orbitario,,"1,300",2,5
54040051,Paralisia Facial (Suspensao HemiFace): Cirurgia,,950,2,4
54040078,Hemiatrofia Facial-Correcao C/Enxerto Gordura,,550,1,5
54040086,"Correcao De Tu,Cicatrizes Da Face C/Expansores",,500,1,4
54040094,Paralisia Facial-Reanimacao C/Musc.Temporal,,"1,000",1,4
54040108,Paralisia Facial C/Reanimacao Musc.Temporal,,"1,000",1,4
54040116,Paralisia Facial C/Neurotizacao(Reg.Oral),,"1,350",1,5
54040124,Paralisia Facial C/Neurotizacao(Reg.Orbicular),,"1,350",1,5
54040132,Reconstrucao Facial C/Retalhos Supra Orbitais,,950,1,5
54040140,Reconstrucao Facial C/Retalho Arteria Temporal,,950,1,5
54040159,Reconstrucao Facial C/Retalhos Em VY,,400,1,5
54040167,Reconstrucao Facial C/Rotacao Musculo Temporal,,950,1,5
54050014,Elefantiase Peno-Escrotal: Tratamento Cirurgico,,800,2,4
54050022,Epispadia - Tratamento Cirurgico,,800,2,4
54050030,Hipospadia - Tratamento Cirurgico Em 1 So Tempo,,950,1,4
54050049,Hipertrofia dos Pequenos Labios - Cirurgia,,200,1,1
54050057,Neocolpoplastia,,"1,100",2,4
54050065,Neofaloplastia Com Retalho Convencional (Tubos),,"1,200",2,4
54050073,Perda Cutanea Peno-Escrotal: Cirurgia,,900,2,4
54050081,Exerese De Tumores Benignos Da Vulva,,300,1,2
54050090,Neofaloplastia C/Retalho Inguinal Pedic.1oTempo,,"1,300",2,4
54050103,Neofaloplastia C/Retalho+Reconst.Uretal 1oTempo,,"1,400",2,5
54050111,2o Tempo-Neofaloplastia Seccao Pediculo,,350,2,3
54050120,Reconstrucao Bolsa Escrotal C/Retalho 1o Tempo,,"1,300",2,4
54050138,2o Tempo-Reconstrucao Escrotal (Sec.Pediculo),,350,1,3
54060010,Excisao Parcial de Labios Com Enxertia Livre,,550,1,3
54060028,"Excisao Parcial Labio P/Lesao, Com Rot. Retalho",,850,1,3
54060036,Excisao Em Cunha de Labios e Sutura,,250,1,1
54060044,Excisao e Reconstrucao Total do Labio,,"1,300",2,5
54060060,Reconstrucao de Sulco-Gengivo Labial,,550,1,3
54060087,Tratamento Cirurgico da Macrostomia,,700,1,3
54060095,Tratamento Cirurgico da Microstomia,,700,1,3
54060109,Cirurgia Da Fissura Labial Uni/Bilateral,,800,1,4
54070015,Cirurgia Retracao Cicatricial Cotovelo/Punho,,700,1,3
54070023,Cirurgia Retracao Cicatricial Regiao Poplitea,,900,2,4
54070031,Linfedema (Elefantiase dos Membros Inferiores),,900,2,4
54070040,Tratamento Cirurgico da Ulcera da Perna,,600,1,3
54070058,Cirurgia de Bandas Constritivas Congenitas,,550,1,3
54070074,Correcao De Retracoes C/Expansores (P/Estagio),,"1,100",1,4
54070082,Correcao De Lipodistrofias,,"1,100",2,4
54070090,"Escaras Ou Ulceras,Correcao C/ Retalho",,"1,100",1,4
54070104,"Escaras Ou Ulceras,Correcao C/ Retalhos Locais",,900,1,4
54080010,Exerese Ungueal,,100,0,0
54080029,Cirurgia Policizacao,,"1,100",2,5
54080037,Retracao Cicatricial dos Dedos Sem Comp. Tendao,,550,1,2
54080045,Sutura+Reparacao de Perda de Substancia da Mao,,550,1,2
54080053,Cirurgia de Gigantismo Ao Nivel da Mao,,900,1,3
54080070,Tratam.Cirurgico da Polidactilia Nao Articulada,,100,0,1
54080088,Tratamento Cirurgico Sindactilia -1 Interdigito,,550,1,3
54080096,Cirurgia Sindactilia Multipla (2 Interdigitos),,800,1,4
54080100,Cirurgia Da Sindactilia Simples C/Expansor,,800,1,4
54080118,Cirurgia Da Sindactilia Multipla C/Expansor,,950,1,5
54080126,Cantoplastia Ungueal,,120,0,0
54080134,Reparacoes Cutaneas C/Retalho Ilhado,,950,1,4
54080142,Reconstrucao Do Polegar C/Retalho Ilhado,,"1,300",1,4
54090016,Alongamento de Columela,,550,1,3
54090024,Correcao Cirurgica de Perfuracao de Septo-Nasal,,500,1,2
54090067,Rinoplastia Reparadora Nao Estetica,,"1,000",2,4
54090075,Resseccao Submucosa do Septo-Nasal,,700,1,2
54090083,Reconstrucao Parcial do Nariz,,800,1,3
54090091,Reconstrucao Total do Nariz,,"1,100",2,4
54090113,Tratamemto Cirurgico de Atresia Narinaria,,550,1,3
54090121,Tratamento Cirurgico Reparador de Nariz Em Sela,,800,1,4
54090130,Tratamento Cirurgico de Rinofima,,550,1,3
54090148,Rinosseptoplastia,,"1,500",1,5
54090156,Reconstrucao Do Nariz C/Retalho 1o Estagio,,950,1,5
54090164,Reconstrucao De Nariz C/Retalho 2o Estagio,,"1,100",1,5
54100011,Correcao Cirurgica de Epicantus,,400,1,2
54100020,Correcao Cirurgica de Lagoftalmo,,550,1,2
54100038,Correcao Cirurgica de Ptose Palpebral,,450,1,2
54100046,Correcao Cirurgica de Simblefaro,,400,1,2
54100054,Correcao Cirurgica de Entropio Ou Ectropio,,400,1,2
54100062,Epilacao de Cilios (Diatermo-Coagulacao),,150,0,0
54100070,Plastica de Conjuntiva Ocular,,400,1,2
54100089,Reconstrucao Parcial da Cavidade Orbitaria,,550,1,3
54100097,Reconstrucao Total de Cavidade Orbitaria,,950,1,4
54100100,Reconstrucao Parcial da Palpebra,,550,1,3
54100119,Reconstrucao Total da Palpebra,,"1,100",2,4
54100127,Reconstrucao Total de Supercilios,,"1,100",1,4
54100135,Tarsorrafia,,120,1,1
54100143,Correcao De Bolsas Palpebrais,,700,1,0
54100151,Correcao Cirurgica De Fissura Palpebral,,400,1,0
54100160,Reconstrucao De Cavidade Orbitaria C/Retalho,,800,1,4
54100178,Reconst.Cavidade Orbitaria C/Retalho Expandido,,950,1,4
54110025,Reconstrucao da Helix da Orelha,,600,1,2
54110033,Reconstrucao do Polo Superior da Orelha,,600,1,3
54110041,Reconstrucao do Lobulo da Orelha,,550,1,3
54110050,Reconstrucao Total da Orelha (Por Estagio),,800,2,4
54110068,Reconstrucao Total da Orelha (Unico Estagio),,"1,450",3,5
54110076,Reconstrucao da Orelha - Retoques,,200,1,0
54110084,Tratamento Cirurgico de Sinus Pre Auricular,,300,1,1
54110092,Tumor de Orelha - Excisao e Sutura,,150,1,1
54110106,Tumor da Orelha - Excisao e Enxerto,,700,1,3
54110114,Tumor da Orelha - Excisao e Retalho Cutaneo,,800,2,3
54110122,Outros Defeitos Congenitos Que Nao A Microtia,,950,2,4
54110130,Reconstr.Total De Orelha C/Expansor 1o Estagio,,"1,100",1,5
54110149,Reconstr.Total De Orelha C/Expansor 2o Estagio,,"1,100",1,4
54120012,Exerese Ungueal (Pe),,100,0,0
54120020,Hiperqueratose Plantar,,350,1,2
54120039,Retracao Cicatricial Dedos do Pe S/Afet.Tendao,,550,1,2
54120047,Cirurgia de Linfedema Ao Nivel do Pe,,"1,000",1,3
54120055,Cirurgia de Gigantismo Ao Nivel do Pe,,900,1,3
54120063,Cirurgia de Polidactilia Articulada do Pe,,400,1,2
54120071,Cirurgia de Polidactilia Nao Articulda do Pe,,150,0,1
54120080,Cirurgia da Sindactilia do Pe (1 Interdigito),,550,1,3
54120098,Cirurgia da Sindactilia Multipla do Pe,,800,2,3
54120101,CANTOPLASTIA UNGUEAL,,120,,0
54130018,Exerese de Cisto Branquial,,550,1,3
54130026,Exerese de Cisto Tireoglosso,,550,1,3
54130034,Exerese de Higroma Cistico,,400,1,3
54130042,Ferimentos/Tumores Pescoco Com Enxertia Cutanea,,550,2,3
54130050,Ferimentos/Tumores Pescoco - Excisao + Retalho,,700,1,3
54130077,Retracao Cicatricial Pescoco - Varios Estagios,,750,2,4
54130085,Cirurgia Fistula do Pescoco Com Retalho Cutaneo,,700,1,3
54130093,Cirurgia de Fistula do Pescoco Por Aproximacao,,300,1,1
54130107,Tratamento Cirurgico de Torcicolo Congenito,,700,2,3
54130115,Correcao De Retracao Cervical C/Expansores,,"1,100",1,4
54130123,Reconstrucao De Esofago Cervical C/Retalho,,"1,300",1,5
54140013,Cura Cirurgica de Retracao Cicatricial da Axila,,950,2,4
54140021,Dermolipectomia Abdominal Nao Estetica,,800,2,4
54140030,Exerese e Plastica de Cisto Sacrococcigeo,,550,1,2
54140048,Inversao de Mamilo (Por Mamilo),,300,1,1
54140056,Plastica Mamaria Feminina Nao Estetica,,"1,000",2,5
54140064,Plastica Mamaria Masculina(Ginecomastia) P/Mama,,400,1,2
54140072,Reconstrucao de Mama,,"1,450",3,5
54140099,Correcao De Retracao Axilar C/Expansores,,"1,100",1,4
54140102,Reconstrucao De Escaras C/Retalhos Miocutaneos,,"1,300",1,4
54140110,Reconstrucao De Escaras C/Retalhos Cutaneos,,700,1,3
54140129,Cura Cirurgica De Retracao Axilar C/Retalhos,,"1,300",1,4
54140137,Reconstrucao Mamaria C/Expansores De Tecidos,,"1,100",1,5
54140145,Reconstrucao Mamaria C/Expansor Permanente,,"1,300",1,5
54140153,Retirada Da Valvula Apos Colocacao De Expansor,,150,0,0
54140161,Reconstrucao Mamaria Unilateral C/Retalho,,"1,750",2,5
54140188,Reconstrucao De Parede Toracica C/Retalho,,"1,300",1,4
54140196,Reconstr.De Parede Toracica C/Retalho Muscular,,"1,300",1,5
54140200,Reconstr. Da Regiao External C/Retalho,,"2,000",2,4
54140218,Reconstrucao Da Parede Abdominal C/Retalho,,"2,000",2,5
54140226,Reconstrucao Da Placa Areolo Mamilar,,300,1,3
54150019,Descompressao de Orbita,,950,1,5
54150027,Fraturas dos Ossos Nasaes - Reducao + Gesso,,200,0,0
54150035,Fratura dos Ossos Nasaes - Reducao Cirurgica,,350,0,0
54150043,Fratura Malar-Reducao Instrumental Sem Fixacao,,350,0,1
54150051,Fratura do Malar- Reducao Cirurgica Com Fixacao,,450,1,2
54150060,Fratura Arco Zigomatico - Reducao Instrumental,,250,1,1
54150078,Fratura do Arco Zigomatico - Reducao Cirurgica,,450,1,2
54150086,Fratura de Orbita - Reducao Cirurgica,,700,1,3
